,Ticker,Company,Sector
1349,OB1,ORBMINCO LIMITED,Materials
1350,ODA,ORCODA LIMITED,Software & Services
1351,OR2,ORDE SERIES 2025-1 TRUST,Not Applic
1352,ORD,ORDELL MINERALS LIMITED,Materials
1353,ZOR,ORDINARY (UNLISTED/LISTED - COSACS),Not Applic
1354,OXT,OREXPLORE TECHNOLOGIES LIMITED,Commercial & Professional Services
1355,ORI,ORICA LIMITED,Materials
1356,ORG,ORIGIN ENERGY LIMITED,Utilities
1357,OEQ,ORION EQUITIES LIMITED,Financial Services
1358,ORN,ORION MINERALS LTD,Materials
1359,ORA,ORORA LIMITED,Materials
1360,ORP,ORPHEUS URANIUM LIMITED,Materials
1361,OCC,ORTHOCELL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1362,OSM,OSMOND RESOURCES LIMITED,Materials
1363,OSX,OSTEOPORE LIMITED,Health Care Equipment & Services
1364,OEL,OTTO ENERGY LIMITED,Energy
1365,OVT,OVANTI LIMITED,Media & Entertainment
1366,OZM,OZAURUM RESOURCES LIMITED,Materials
1367,OZZ,OZZ RESOURCES LIMITED,Materials
1368,PGO,PACGOLD LIMITED,Materials
1369,PAC,PACIFIC CURRENT GROUP LIMITED,Financial Services
1370,PEB,PACIFIC EDGE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1371,PNM,PACIFIC NICKEL MINES LIMITED,Materials
1372,PSQ,PACIFIC SMILES GROUP LIMITED,Health Care Equipment & Services
1373,PGH,PACT GROUP HOLDINGS LTD,Materials
1374,PCK,PAINCHEK LTD,Health Care Equipment & Services
1375,PDN,PALADIN ENERGY LTD,Energy
1376,PCL,PANCONTINENTAL ENERGY NL,Energy
1377,PA1,PANORAMA AUTO TRUST 2023-1,Not Applic
1378,PA3,PANORAMA AUTO TRUST 2023-3,Not Applic
1379,PA2,PANORAMA AUTO TRUST 2024-1,Not Applic
1380,PA4,PANORAMA AUTO TRUST 2024-3,Not Applic
1381,PFE,PANTERA LITHIUM LIMITED,Materials
1382,PNT,PANTHER METALS LTD,Materials
1383,PNR,PANTORO GOLD LIMITED,Materials
1384,PPY,PAPYRUS AUSTRALIA LIMITED,Materials
1385,PBL,PARABELLUM RESOURCES LIMITED,Materials
1386,PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences"
1387,PGC,PARAGON CARE LIMITED,Health Care Equipment & Services
1388,PKD,PARKD LTD,Commercial & Professional Services
1389,PWN,PARKWAY CORPORATE LIMITED,Materials
1390,PL3,PATAGONIA LITHIUM LTD,Materials
1391,PSL,PATERSON RESOURCES LTD,Materials
1392,PMT,PATRIOT BATTERY METALS INC.,Materials
1393,PAT,PATRIOT RESOURCES LIMITED,Materials
1394,PTN,PATRONUS RESOURCES LIMITED,Materials
1395,PAB,PATRYS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1396,PUA,PEAK MINERALS LIMITED,Materials
1397,PEK,PEAK RARE EARTHS LIMITED,Materials
1398,PKO,PEAKO LIMITED,Materials
1399,PLG,PEARL GULL IRON LIMITED,Materials
1400,PEX,PEEL MINING LIMITED,Materials
1401,PPC,PEET LIMITED,Real Estate Management & Development
1402,PCG,PENGANA CAPITAL GROUP LIMITED,Financial Services
1403,PCX,PENGANA GLOBAL PRIVATE CREDIT TRUST,Not Applic
1404,PIA,PENGANA INTERNATIONAL EQUITIES LIMITED,Not Applic
1405,PE1,PENGANA PRIVATE EQUITY TRUST,Not Applic
1406,PEN,PENINSULA ENERGY LIMITED,Energy
1407,5GG,PENTANET LIMITED,Telecommunication Services
1408,PPE,PEOPLEIN LIMITED,Commercial & Professional Services
1409,PPM,PEPPER MONEY LIMITED,Financial Services
1410,PP1,PEPPER PRIME 2022-2 TRUST,Not Applic
1411,PEA,PEPPER RESIDENTIAL SECURITIES TRUST NO. 30,Not Applic
1412,PEP,PEPPER RESIDENTIAL SECURITIES TRUST NO. 39,Not Applic
1413,PEV,PEPPER RESIDENTIAL SECURITIES TRUST NO.28,Not Applic
1414,PE5,PEPPER SPARKZ TRUST NO.5,Not Applic
1415,PU6,PEPPER SPARKZ TRUST NO.6,Not Applic
1416,PU8,PEPPER SPARKZ TRUST NO.8,Not Applic
1417,PIL,PEPPERMINT INNOVATION LIMITED,Software & Services
1418,PER,PERCHERON THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1419,PGD,PEREGRINE GOLD LTD,Materials
1420,PRN,PERENTI LIMITED,Materials
1421,PCI,PERPETUAL CREDIT INCOME TRUST,Not Applic
1422,PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,Not Applic
1423,PPT,PERPETUAL LIMITED,Financial Services
1424,PEC,PERPETUAL RESOURCES LIMITED,Materials
1425,PRU,PERSEUS MINING LIMITED,Materials
1426,PWR,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1427,PTR,PETRATHERM LTD,Materials
1428,PXA,PEXA GROUP LIMITED,Real Estate Management & Development
1429,PHX,PHARMX TECHNOLOGIES LIMITED,Software & Services
1430,PHO,PHOSCO LTD,Materials
1431,PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,Commercial & Professional Services
1432,PR2,PICHE RESOURCES LIMITED,Not Applic
1433,PLL,PIEDMONT LITHIUM INC.,Materials
1434,AVC,PIER 12 CAPITAL LIMITED,Financial Services
1435,PLS,PILBARA MINERALS LIMITED,Materials
1436,PGY,PILOT ENERGY LIMITED,Energy
1437,PNI,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,Financial Services
1438,PIM,PINNACLE MINERALS LIMITED,Materials
1439,PNC,PIONEER CREDIT LIMITED,Financial Services
1440,PLN,PIONEER LITHIUM LIMITED,Materials
1441,PVT,PIVOTAL METALS LIMITED,Materials
1442,PGM,PLATINA RESOURCES LIMITED,Materials
1443,PAI,PLATINUM ASIA INVESTMENTS LIMITED,Not Applic
1444,PTM,PLATINUM ASSET MANAGEMENT LIMITED,Financial Services
1445,PMC,PLATINUM CAPITAL LIMITED,Not Applic
1446,PL8,PLATO INCOME MAXIMISER LIMITED.,Not Applic
1447,PLY,PLAYSIDE STUDIOS LIMITED,Media & Entertainment
1448,PLT,PLENTI GROUP LIMITED,Financial Services
1449,PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,Not Applic
1450,PVE,PO VALLEY ENERGY LIMITED,Energy
1451,POD,PODIUM MINERALS LIMITED,Materials
1452,3DP,POINTERRA LIMITED,Software & Services
1453,PBH,POINTSBET HOLDINGS LIMITED,Consumer Services
1454,PXX,POLARX LIMITED,Materials
1455,POL,POLYMETALS RESOURCES LTD,Materials
1456,PNV,POLYNOVO LIMITED,Health Care Equipment & Services
1457,PNN,POWER MINERALS LIMITED,Materials
1458,PVL,POWERHOUSE VENTURES LIMITED,Financial Services
1459,PPK,PPK GROUP LIMITED,Materials
1460,PPS,PRAEMIUM LIMITED,Software & Services
1461,PDI,PREDICTIVE DISCOVERY LIMITED,Materials
1462,PMV,PREMIER INVESTMENTS LIMITED,Consumer Discretionary Distribution & Retail
1463,PLC,PREMIER1 LITHIUM LIMITED,Materials
1464,PTX,PRESCIENT THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1465,PTL,PRESTAL HOLDINGS LIMITED,Household & Personal Products
1466,PFG,PRIME FINANCIAL GROUP LIMITED,Financial Services
1467,PRG,PRL GLOBAL LTD,Materials
1468,PME,PRO MEDICUS LIMITED,Health Care Equipment & Services
1469,PPG,PRO-PAC PACKAGING LIMITED,Materials
1470,PRX,PRODIGY GOLD NL,Materials
1471,POT,PROGRESS 2017-2 TRUST,Not Applic
1472,POA,PROGRESS 2020-1 TRUST,Not Applic
1473,POB,PROGRESS 2021-1 TRUST,Not Applic
1474,POC,PROGRESS 2022-1 TRUST,Not Applic
1475,POF,PROGRESS 2022-2 TRUST,Not Applic
1476,POE,PROGRESS 2023-1 TRUST,Not Applic
1477,POH,PROGRESS 2023-2 TRUST,Not Applic
1478,POG,PROGRESS 2024-1 TRUST,Not Applic
1479,PGS,PROGRESS 2024-2 TRUST,Not Applic
1480,PRM,PROMINENCE ENERGY LIMITED,Energy
1481,PFP,PROPEL FUNERAL PARTNERS LIMITED,Consumer Services
1482,PHL,PROPELL HOLDINGS LIMITED,Financial Services
1483,PRO,PROPHECY INTERNATIONAL HOLDINGS LIMITED,Software & Services
1484,PRS,PROSPECH LIMITED.,Materials
1485,PSC,PROSPECT RESOURCES LIMITED,Materials
1486,PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1487,PV1,PROVARIS ENERGY LTD,Energy
1488,PUT,PUMA SERIES 2023-1 TRUST,Not Applic
1489,PUU,PUMA SERIES 2024-1 TRUST,Not Applic
1490,PS2,PUMA SERIES 2024-2 TRUST,Not Applic
1491,PFT,PURE FOODS TASMANIA LIMITED,"Food, Beverage & Tobacco"
1492,PH2,PURE HYDROGEN CORPORATION LIMITED,Energy
1493,PR1,PURE RESOURCES LIMITED,Materials
1494,PPL,PUREPROFILE LTD,Media & Entertainment
1495,PUR,PURSUIT MINERALS LTD,Materials
1496,PVW,PVW RESOURCES LIMITED,Materials
1497,PWH,PWR HOLDINGS LIMITED,Automobiles & Components
1498,PYC,PYC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1499,QAN,QANTAS AIRWAYS LIMITED,Transportation
1500,QBE,QBE INSURANCE GROUP LIMITED,Insurance
1501,QEM,QEM LIMITED,Materials
1502,QML,QMINES LIMITED,Materials
1503,QNB,QNB FINANCE LTD,Not Applic
1504,QOR,QORIA LIMITED,Software & Services
1505,QPM,QPM ENERGY LIMITED,Materials
1506,QAL,QUALITAS LIMITED,Real Estate Management & Development
1507,QRI,QUALITAS REAL ESTATE INCOME FUND,Financial Services
1508,QGL,QUANTUM GRAPHITE LIMITED,Materials
1509,QUB,QUBE HOLDINGS LIMITED,Transportation
1510,XQL,QUEENSLAND TREASURY CORPORATION,Not Applic
1511,QUE,QUESTE COMMUNICATIONS LIMITED,Financial Services
1512,QFE,QUICKFEE LIMITED,Financial Services
1513,QXR,QX RESOURCES LIMITED,Materials
1514,RAC,RACE ONCOLOGY LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1515,RAD,RADIOPHARM THERANOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1516,RAG,RAGNAR METALS LIMITED,Materials
1517,RAS,RAGUSA MINERALS LTD,Materials
1518,RDN,RAIDEN RESOURCES LIMITED,Materials
1519,RZI,RAIZ INVEST LIMITED,Financial Services
1520,REP,RAM ESSENTIAL SERVICES PROPERTY FUND,Equity Real Estate Investment Trusts (REITs)
1521,RMS,RAMELIUS RESOURCES LIMITED,Materials
1522,RHC,RAMSAY HEALTH CARE LIMITED,Health Care Equipment & Services
1523,RND,RAND MINING LIMITED,Materials
1524,RAN,RANGE INTERNATIONAL LIMITED,Materials
1525,RLL,RAPID LITHIUM LIMITED,Materials
1526,RPG,RAPTIS GROUP LIMITED,Real Estate Management & Development
1527,RFA,RARE FOODS AUSTRALIA LIMITED,"Food, Beverage & Tobacco"
1528,REE,RAREX LIMITED,Materials
1529,RTH,RAS TECHNOLOGY HOLDINGS LIMITED,Commercial & Professional Services
1530,RBR,RBR GROUP LIMITED,Materials
1531,REA,REA GROUP LTD,Media & Entertainment
1532,RR1,REACH RESOURCES LIMITED,Materials
1533,RCL,READCLOUD LIMITED,Software & Services
1534,RDY,READYTECH HOLDINGS LIMITED,Software & Services
1535,RCE,RECCE PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1536,REC,RECHARGE METALS LIMITED,Materials
1537,RKN,RECKON LIMITED,Software & Services
1538,RFT,RECTIFIER TECHNOLOGIES LTD,Capital Goods
1539,RHI,RED HILL MINERALS LIMITED,Materials
1540,RDM,RED METAL LIMITED,Materials
1541,RMX,RED MOUNTAIN MINING LIMITED,Materials
1542,ROG,RED SKY ENERGY LIMITED.,Energy
1543,RC1,REDCASTLE RESOURCES LIMITED,Materials
1544,RFX,REDFLOW LIMITED,Capital Goods
1545,RIL,REDIVIUM LIMITED,Materials
1546,RDX,REDOX LIMITED,Capital Goods
1547,RDS,REDSTONE RESOURCES LIMITED,Materials
1548,REH,REECE LIMITED,Capital Goods
1549,RLC,REEDY LAGOON CORPORATION LIMITED,Materials
1550,RCT,REEF CASINO TRUST,Consumer Services
1551,RG8,REGAL ASIAN INVESTMENTS LIMITED,Not Applic
1552,RF1,REGAL INVESTMENT FUND,Not Applic
1553,RPL,REGAL PARTNERS LIMITED,Financial Services
1554,R8R,REGENER8 RESOURCES NL,Materials
1555,RGN,REGION GROUP,Equity Real Estate Investment Trusts (REITs)
1556,REX,REGIONAL EXPRESS HOLDINGS LIMITED,Transportation
1557,REG,REGIS HEALTHCARE LIMITED,Health Care Equipment & Services
1558,RRL,REGIS RESOURCES LIMITED,Materials
1559,RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,Capital Goods
1560,REM,REMSENSE TECHNOLOGIES LIMITED,Capital Goods
1561,RNU,RENASCOR RESOURCES LIMITED,Materials
1562,RNX,RENEGADE EXPLORATION LIMITED,Materials
1563,RLT,RENERGEN LIMITED,Energy
1564,RNV,RENERVE LIMITED,Health Care Equipment & Services
1565,RNT,RENT.COM.AU LIMITED,Media & Entertainment
1566,RNE,RENU ENERGY LIMITED,Utilities
1567,RMC,RESIMAC GROUP LTD,Financial Services
1568,RA2,RESIMAC PREMIER SERIES 2020-1,Not Applic
1569,RA3,RESIMAC SERIES 2024-1NC,Not Applic
1570,RMD,RESMED INC,Health Care Equipment & Services
1571,RSG,RESOLUTE MINING LIMITED,Materials
1572,RML,RESOLUTION MINERALS LTD,Materials
1573,RHT,RESONANCE HEALTH LIMITED,Health Care Equipment & Services
1574,RBX,RESOURCE BASE LIMITED.,Materials
1575,RDG,RESOURCE DEVELOPMENT GROUP LIMITED,Capital Goods
1576,RMI,RESOURCE MINING CORPORATION LIMITED,Materials
1577,REZ,RESOURCES & ENERGY GROUP LIMITED,Materials
1578,RAU,RESOURO STRATEGIC METALS INC.,Materials
1579,RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,Consumer Services
1580,RFG,RETAIL FOOD GROUP LIMITED,Consumer Services
1581,RRR,REVOLVER RESOURCES HOLDINGS LTD,Materials
1582,RWD,REWARD MINERALS LTD,Materials
1583,RXH,REWARDLE HOLDINGS LIMITED,Media & Entertainment
1584,REY,REY RESOURCES LIMITED,Energy
1585,RHY,RHYTHM BIOSCIENCES LIMITED,Health Care Equipment & Services
1586,SGL,RICEGROWERS LIMITED,"Food, Beverage & Tobacco"
1587,RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,Materials
1588,RIC,RIDLEY CORPORATION LIMITED,"Food, Beverage & Tobacco"
1589,RIE,RIEDEL RESOURCES LIMITED,Materials
1590,RIM,RIMFIRE PACIFIC MINING LIMITED,Materials
1591,RCR,RINCON RESOURCES LIMITED,Materials
1592,RIO,RIO TINTO LIMITED,Materials
1593,RGL,RIVERSGOLD LIMITED,Materials
1594,RLF,RLF AGTECH LTD,Materials
1595,RMY,RMA GLOBAL LIMITED,Media & Entertainment
1596,RXR,ROBEX RESOURCES INC.,Class Pend
1597,ROC,ROCKETBOOTS LIMITED,Software & Services
1598,RKT,ROCKETDNA LTD.,Technology Hardware & Equipment
1599,RON,RONIN RESOURCES LTD,Materials
1600,RLG,ROOLIFE GROUP LTD,Media & Entertainment
1601,RXL,ROX RESOURCES LIMITED,Materials
1602,RPM,RPM AUTOMOTIVE GROUP LIMITED,Automobiles & Components
1603,RUL,RPMGLOBAL HOLDINGS LIMITED,Software & Services
1604,RTG,RTG MINING INC.,Materials
1605,RWL,RUBICON WATER LIMITED,Technology Hardware & Equipment
1606,RB6,RUBIX RESOURCES LIMITED,Materials
1607,RTR,RUMBLE RESOURCES LIMITED,Materials
1608,RFF,RURAL FUNDS GROUP,Equity Real Estate Investment Trusts (REITs)
1609,RYD,RYDER CAPITAL LIMITED,Not Applic
1610,S2R,S2 RESOURCES LTD,Materials
1611,SBR,SABRE RESOURCES LIMITED,Materials
1612,SRH,SAFEROADS HOLDINGS LIMITED,Transportation
1613,SAN,SAGALIO ENERGY LIMITED,Energy
1614,SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,Not Applic
1615,SFR,SANDFIRE RESOURCES LIMITED,Materials
1616,SNC,SANDON CAPITAL INVESTMENTS LIMITED,Not Applic
1617,SFM,SANTA FE MINERALS LTD,Materials
1618,SMI,SANTANA MINERALS LIMITED,Materials
1619,SFV,SANTOS FINANCE LIMITED,Not Applic
1620,STO,SANTOS LIMITED,Energy
1621,SP4,SAPPHIRE XXIX SERIES 2024-1 TRUST,Not Applic
1622,SP5,SAPPHIRE XXX SERIES 2024-2 TRUST,Not Applic
1623,SRR,SARAMA RESOURCES LTD,Materials
1624,SGA,SARYTOGAN GRAPHITE LIMITED,Materials
1625,STN,SATURN METALS LIMITED,Materials
1626,SND,SAUNDERS INTERNATIONAL LIMITED,Capital Goods
1627,SVG,SAVANNAH GOLDFIELDS LIMITED,Materials
1628,SYA,SAYONA MINING LIMITED,Materials
1629,SCP,SCALARE PARTNERS HOLDINGS LIMITED,Consumer Staples Distribution & Retail
1630,SCG,SCENTRE GROUP,Equity Real Estate Investment Trusts (REITs)
1631,SCW,SCENTRE GROUP TRUST 1,Equity Real Estate Investment Trusts (REITs)
1632,SCA,SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2,Not Applic
1633,SFC,SCHAFFER CORPORATION LIMITED,Automobiles & Components
1634,SDV,SCIDEV LTD,Materials
1635,SCN,SCORPION MINERALS LIMITED,Materials
1636,SCT,SCOUT SECURITY LIMITED,Consumer Services
1637,SDI,SDI LIMITED,Health Care Equipment & Services
1638,SFG,SEAFARMS GROUP LIMITED,"Food, Beverage & Tobacco"
1639,SEK,SEEK LIMITED,Media & Entertainment
1640,SHV,SELECT HARVESTS LIMITED,"Food, Beverage & Tobacco"
1641,SWF,SELFWEALTH LIMITED,Financial Services
1642,SEN,SENETAS CORPORATION LIMITED,Technology Hardware & Equipment
1643,SNS,SENSEN NETWORKS LIMITED,Software & Services
1644,SEQ,SEQUOIA FINANCIAL GROUP LTD,Financial Services
1645,BA2,SERIES 2019-1 REDS TRUST,Not Applic
1646,WE1,SERIES 2019-1 WST TRUST,Not Applic
1647,WB1,SERIES 2020-1 WST TRUST,Not Applic
1648,WSE,SERIES 2021-1 WST TRUST,Not Applic
1649,WS1,SERIES 2024-1 WST TRUST,Not Applic
1650,WS2,SERIES 2024-2 WST TRUST,Not Applic
1651,SKO,SERKO LIMITED,Software & Services
1652,SRV,SERVCORP LIMITED,Real Estate Management & Development
1653,SSM,SERVICE STREAM LIMITED,Capital Goods
1654,SWM,SEVEN WEST MEDIA LIMITED,Media & Entertainment
1655,SGH,SGH LIMITED,Capital Goods
1656,SHA,SHAPE AUSTRALIA CORPORATION LIMITED,Capital Goods
1657,SSG,SHAVER SHOP GROUP LIMITED,Consumer Discretionary Distribution & Retail
1658,SFX,SHEFFIELD RESOURCES LIMITED,Materials
1659,SHJ,SHINE JUSTICE LTD,Consumer Services
1660,SHZ,SHINHAN BANK.,Not Applic
1661,SC1,"SHINHAN CARD CO., LTD.",Not Applic
1662,SHM,SHRIRO HOLDINGS LIMITED,Consumer Durables & Apparel
1663,SNX,SIERRA NEVADA GOLD INC.,Materials
1664,SSL,SIETEL LIMITED,Real Estate Management & Development
1665,SIG,SIGMA HEALTHCARE LIMITED,Health Care Equipment & Services
1666,SLX,SILEX SYSTEMS LIMITED,Capital Goods
1667,SLH,SILK LOGISTICS HOLDINGS LIMITED,Transportation
1668,SVL,SILVER MINES LIMITED,Materials
1669,SIS,SIMBLE SOLUTIONS LIMITED,Software & Services
1670,SIO,SIMONDS GROUP LIMITED,Consumer Durables & Apparel
1671,SGM,SIMS LIMITED,Materials
1672,SHG,SINGULAR HEALTH GROUP LTD,Health Care Equipment & Services
1673,SRI,SIPA RESOURCES LIMITED,Materials
1674,SNG,SIREN GOLD LIMITED,Materials
1675,SIT,SITE GROUP INTERNATIONAL LIMITED,Consumer Services
1676,SDR,SITEMINDER LIMITED,Software & Services
1677,SIV,SIV CAPITAL LIMITED,Capital Goods
1678,SKN,SKIN ELEMENTS LIMITED,Household & Personal Products
1679,SKS,SKS TECHNOLOGIES GROUP LIMITED,Capital Goods
1680,SKY,SKY METALS LIMITED,Materials
1681,SKT,SKY NETWORK TELEVISION LIMITED.,Media & Entertainment
1682,SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Services
1683,SKM,SKYLARK MINERALS LIMITED,Materials
1684,SPZ,SMART PARKING LIMITED,Commercial & Professional Services
1685,SIQ,SMARTGROUP CORPORATION LTD,Commercial & Professional Services
1686,SMP,SMARTPAY HOLDINGS LIMITED,Financial Services
1687,SOC,SOCO CORPORATION LTD,Software & Services
1688,SLA,SOLARA MINERALS LTD,Materials
1689,SLM,SOLIS MINERALS LTD.,Materials
1690,SLS,SOLSTICE MINERALS LIMITED,Materials
1691,SVR,SOLVAR LIMITED,Financial Services
1692,SMM,SOMERSET MINERALS LIMITED,Materials
1693,SOM,SOMNOMED LIMITED,Health Care Equipment & Services
1694,SHL,SONIC HEALTHCARE LIMITED,Health Care Equipment & Services
1695,SHP,SOUTH HARZ POTASH LTD,Materials
1696,S32,SOUTH32 LIMITED,Materials
1697,SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods
1698,SX2,SOUTHERN CROSS GOLD CONSOLIDATED LTD.,Materials
1699,SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment
1700,SUH,SOUTHERN HEMISPHERE MINING LIMITED,Materials
1701,SPD,SOUTHERN PALLADIUM LIMITED,Materials
1702,SVM,SOVEREIGN METALS LIMITED,Materials
1703,SPA,SPACETALK LTD,Software & Services
1704,SPN,SPARC TECHNOLOGIES LIMITED,Materials
1705,SPK,SPARK NEW ZEALAND LIMITED,Telecommunication Services
1706,SPR,SPARTAN RESOURCES LIMITED,Materials
1707,SPG,SPC GLOBAL HOLDINGS LTD,"Food, Beverage & Tobacco"
1708,STW,SPDR S&P/ASX 200 ETF,Not Applic
1709,SLF,SPDR S&P/ASX 200 LISTED PROPERTY ETF,Not Applic
1710,SFY,SPDR S&P/ASX 50 ETF,Not Applic
1711,SP3,SPECTUR LIMITED,Technology Hardware & Equipment
1712,SPX,SPENDA LIMITED,Software & Services
1713,SEC,SPHERIA EMERGING COMPANIES LIMITED,Not Applic
1714,ST1,SPIRIT TECHNOLOGY SOLUTIONS LTD,Software & Services
1715,SEG,SPORTS ENTERTAINMENT GROUP LIMITED,Media & Entertainment
1716,SHO,SPORTSHERO LIMITED,Media & Entertainment
1717,SIX,SPRINTEX LIMITED,Automobiles & Components
1718,SQX,SQX RESOURCES LIMITED,Materials
1719,SRG,SRG GLOBAL LIMITED,Capital Goods
1720,SRJ,SRJ TECHNOLOGIES GROUP PLC,Energy
1721,SSH,SSH GROUP LTD,Energy
1722,SBM,ST BARBARA LIMITED,Materials
1723,SGQ,ST GEORGE MINING LIMITED,Materials
1724,SKK,STAKK LIMITED,Telecommunication Services
1725,SMR,STANMORE RESOURCES LIMITED,Materials
1726,S66,STAR COMBO PHARMA LIMITED,Household & Personal Products
1727,SMS,STAR MINERALS LIMITED,Materials
1728,SPL,STARPHARMA HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1729,GAS,STATE GAS LIMITED,Energy
1730,GVF,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,Not Applic
1731,SVY,STAVELY MINERALS LIMITED,Materials
1732,SDF,STEADFAST GROUP LIMITED,Insurance
1733,SGI,STEALTH GROUP HOLDINGS LTD,Capital Goods
1734,SST,STEAMSHIPS TRADING COMPANY LIMITED,Capital Goods
1735,SLB,STELAR METALS LIMITED,Materials
1736,SRZ,STELLAR RESOURCES LIMITED,Materials
1737,STP,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail
1738,SGP,STOCKLAND,Equity Real Estate Investment Trusts (REITs)
1739,SHE,STONEHORSE ENERGY LIMITED,Energy
1740,STR,STORMEUR LTD,Consumer Services
1741,SRY,STORY-I LIMITED,Consumer Discretionary Distribution & Retail
1742,STG,STRAKER LIMITED,Media & Entertainment
1743,STA,STRANDLINE RESOURCES LIMITED,Materials
1744,SRT,STRATA INVESTMENT HOLDINGS PLC,Materials
1745,SMX,STRATA MINERALS LIMITED.,Materials
1746,SOR,STRATEGIC ELEMENTS LIMITED,Financial Services
1747,SER,STRATEGIC ENERGY RESOURCES LIMITED,Materials
1748,SP8,STREAMPLAY STUDIO LIMITED,Media & Entertainment
1749,STK,STRICKLAND METALS LIMITED,Materials
1750,STX,STRIKE ENERGY LIMITED,Energy
1751,SRK,STRIKE RESOURCES LIMITED,Materials
1752,SMN,STRUCTURAL MONITORING SYSTEMS PLC,Technology Hardware & Equipment
1753,SLZ,SULTAN RESOURCES LTD,Materials
1754,SNZ,SUMMERSET GROUP HOLDINGS LIMITED,Health Care Equipment & Services
1755,SUM,SUMMIT MINERALS LIMITED,Materials
1756,SS1,SUN SILVER LIMITED,Materials
1757,SUN,SUNCORP GROUP LIMITED,Insurance
1758,SRL,SUNRISE ENERGY METALS LIMITED,Materials
1759,SHN,SUNSHINE METALS LIMITED,Materials
1760,STM,SUNSTONE METALS LTD,Materials
1761,SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail
1762,SPQ,SUPERIOR RESOURCES LIMITED,Materials
1763,SLC,SUPERLOOP LIMITED,Telecommunication Services
1764,SNL,SUPPLY NETWORK LIMITED,Consumer Discretionary Distribution & Retail
1765,SRN,SUREFIRE RESOURCES NL,Materials
1766,SW1,SWIFT NETWORKS GROUP LIMITED,Media & Entertainment
1767,SWP,SWOOP HOLDINGS LIMITED,Telecommunication Services
1768,SYL,SYMAL GROUP LIMITED,Capital Goods
1769,SOP,SYNERTEC CORPORATION LIMITED,Commercial & Professional Services
1770,SM1,SYNLAIT MILK LIMITED,"Food, Beverage & Tobacco"
1771,SNT,SYNTARA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1772,SYR,SYRAH RESOURCES LIMITED,Materials
1773,TAH,TABCORP HOLDINGS LIMITED,Consumer Services
1774,T88,TAITON RESOURCES LIMITED,Materials
1775,TLG,TALGA GROUP LTD,Materials
1776,TD1,TALI DIGITAL LIMITED,Health Care Equipment & Services
1777,TLM,TALISMAN MINING LIMITED,Materials
1778,TAL,TALIUS GROUP LIMITED,Software & Services
1779,TWD,TAMAWOOD LIMITED,Consumer Durables & Apparel
1780,TBN,TAMBORAN RESOURCES CORPORATION,Energy
1781,TMB,TAMBOURAH METALS LTD,Materials
1782,TAM,TANAMI GOLD NL,Materials
1783,TAT,TARTANA MINERALS LIMITED,Media & Entertainment
1784,TAR,TARUGA MINERALS LIMITED,Materials
1785,TFL,TASFOODS LIMITED,"Food, Beverage & Tobacco"
1786,TAS,TASMAN RESOURCES LTD,Materials
1787,TEA,TASMEA LIMITED,Capital Goods
1788,TIP,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services
1789,TG1,TECHGEN METALS LTD,Materials
1790,TNE,TECHNOLOGY ONE LIMITED,Software & Services
1791,TLX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1792,TLS,TELSTRA GROUP LIMITED,Telecommunication Services
1793,TEM,TEMPEST MINERALS LIMITED,Materials
